station,lat,lon,station_name_pinyin,station_name_zh,station_name_en,city_pinyin,city_zh,city_en,region,province
1211A,33.575,119.007,běijīngnánlù,北京南路,Beijing South Road,huáiān,淮安,Huaian,Mainland China,Jiangsu
1212A,33.6067,118.989,shìjiāncèzhàn,市监测站,City monitoring station,huáiān,淮安,Huaian,Mainland China,Jiangsu
1213A,33.5039,119.135,chǔzhōuqūjiāncèzhàn,楚州区监测站,Chuzhou District Monitoring Station,huáiān,淮安,Huaian,Mainland China,Jiangsu
1214A,33.626999999999995,119.0122,huáiyīnqūjiāncèzhàn,淮阴区监测站,Huaiyin District Monitoring Station,huáiān,淮安,Huaian,Mainland China,Jiangsu
1215A,33.4022,120.118,yánchéngdiànchǎng,盐城电厂,Yancheng Power Plant,yánchéng,盐城,Yancheng,Mainland China,Jiangsu
1216A,33.3942,120.156,shìjiāncèzhàn,市监测站,City monitoring station,yánchéng,盐城,Yancheng,Mainland China,Jiangsu
1217A,33.3719,120.129,wénfēngzhōngxué,文峰中学,Wenfeng Middle School,yánchéng,盐城,Yancheng,Mainland China,Jiangsu
1218A,33.3947,120.225,kāifāqūguǎnwěihùi,开发区管委会,Development Zone Management Committee,yánchéng,盐城,Yancheng,Mainland China,Jiangsu
1219A,33.96,118.2658,shìjiāncèzhàn,市监测站,City monitoring station,sùqiān,宿迁,Suqian,Mainland China,Jiangsu
1220A,33.9528,118.293,sùqiānxuéyuàn,宿迁学院,Suqian College,sùqiān,宿迁,Suqian,Mainland China,Jiangsu
1221A,33.9592,118.2442,sùqiānzhōngxué,宿迁中学,Suqian Middle School,sùqiān,宿迁,Suqian,Mainland China,Jiangsu
1222A,33.9506,118.3214,sùyùqūhuánbǎojú,宿豫区环保局,Suyu District Environmental Protection Bureau,sùqiān,宿迁,Suqian,Mainland China,Jiangsu
1223A,30.21,120.211,bīnjiāng,滨江,Riverside,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1224A,30.2747,120.063,xīxī,西溪,Xixi,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1225A,29.635,119.026,qiāndǎohú,千岛湖,Qiandao Lake,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1226A,30.3058,120.348,xiàshā,下沙,Xiasha,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1227A,30.2456,120.127,wòlóngqiáo,卧龙桥,Wolong Bridge,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1228A,30.2692,120.19,zhèjiāngnóngdà,浙江农大,Zhejiang Agricultural University,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1229A,30.2897,120.157,zhāohūiwǔqū,朝晖五区,Zhaohui District,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1230A,30.3119,120.12,hémùxiǎoxué,和睦小学,Heyi Primary School,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1231A,30.4183,120.301,línpíngzhèn,临平镇,Linping Town,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1232A,30.1819,120.27,chéngxiāngzhèn,城厢镇,Chengxiang Town,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1233A,30.1808,120.088,yúnqī,云栖,Yunqi,hángzhōu,杭州,Hangzhou,Mainland China,Zhejiang
1234A,29.9108,121.836,qūhuánbǎodàlóu,区环保大楼,District Environmental Protection Building,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1235A,29.8208,121.56,wànlǐxuéyuàn,万里学院,Wanli College,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1236A,29.9572,121.713,lóngsàiyìyuàn,龙赛医院,Long Sai Hospital,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1237A,29.8906,121.554,sānjiāngzhōngxué,三江中学,Sanjiang Middle School,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1238A,29.90154,121.61927,shìzhèngguǎnlǐzhàn,市政管理站,Municipal management station,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1239A,29.7736,121.633,qiánhúshǔichǎng,钱湖水厂,Qianhu Water Plant,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1240A,29.8633,121.586,tàigǔxiǎoxué,太古小学,Taikoo Elementary School,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1241A,29.8506,121.524,shìhuánjìngjiāncèzhōngxīn,市环境监测中心,City Environmental Monitoring Center,níngbō,宁波,Ningbo,Mainland China,Zhejiang
1242A,28.0089,120.634,ōuhǎi,瓯海,Bohai,wēnzhōu,温州,Wenzhou,Mainland China,Zhejiang
1243A,27.9939,120.677,nánpǔ,南浦,Nanpu,wēnzhōu,温州,Wenzhou,Mainland China,Zhejiang
1244A,27.9747,120.76,lóngwān,龙湾,Longwan,wēnzhōu,温州,Wenzhou,Mainland China,Zhejiang
1245A,28.0167,120.671,shìzhàn,市站,City station,wēnzhōu,温州,Wenzhou,Mainland China,Zhejiang
1246A,30.0911,120.598,páojiāngzhàn,袍江站,Paojiang Station,shàoxīng,绍兴,Shaoxing,Mainland China,Zhejiang
1247A,29.9919,120.605,chéngdōngkāifāwěi,城东开发委,Chengdong Development Committee,shàoxīng,绍兴,Shaoxing,Mainland China,Zhejiang
1248A,30.007,120.576,shìhuánbǎozhàn,市环保站,City Environmental Protection Station,shàoxīng,绍兴,Shaoxing,Mainland China,Zhejiang
1249A,30.8867,120.1,chéngběishǔichǎng,城北水厂,Chengbei Water Plant,húzhōu,湖州,Huzhou,Mainland China,Zhejiang
1250A,30.8244,120.07,chéngxīshǔichǎng,城西水厂,Chengxi Water Plant,húzhōu,湖州,Huzhou,Mainland China,Zhejiang
1251A,30.8617,120.093,jíshānxīncūn,吉山新村,Jishan New Village,húzhōu,湖州,Huzhou,Mainland China,Zhejiang
1252A,30.7946,120.744,qīnghéxiǎoxué,清河小学,Qinghe Primary School,jiāxīng,嘉兴,Jiaxing,Mainland China,Zhejiang
1253A,30.7478,120.726,jiāxīngxuéyuàn,嘉兴学院,Jiaxing College,jiāxīng,嘉兴,Jiaxing,Mainland China,Zhejiang
1254A,30.75642,120.75971,jiāncèzhàn,监测站,GHG monitoring,jiāxīng,嘉兴,Jiaxing,Mainland China,Zhejiang
1255A,28.6459,121.273,huángyánhuánbǎodàlóu,黄岩环保大楼,Huangyan Environmental Protection Building,táizhōu,台州,Taizhou,Mainland China,Zhejiang
1256A,28.6542,121.419,táizhōuhuánbǎodàlóu,台州环保大楼,Taizhou Environmental Protection Building,táizhōu,台州,Taizhou,Mainland China,Zhejiang
1257A,28.5773,121.377,lùqiáotiányángwáng,路桥田洋王,Luqiao Tianyang Wang,táizhōu,台州,Taizhou,Mainland China,Zhejiang
1258A,30.0203,122.122,dìnghǎitánfēng,定海檀枫,Dinghai Tanfeng,zhōushān,舟山,Zhoushan,Mainland China,Zhejiang
1259A,29.9558,122.3094,pǔtuódōnggǎng,普陀东港,Putuo Donggang,zhōushān,舟山,Zhoushan,Mainland China,Zhejiang
1260A,29.9944,122.19,línchéngxīnqū,临城新区,Lincheng New District,zhōushān,舟山,Zhoushan,Mainland China,Zhejiang
1261A,29.1131,119.649,sìzhōng,四中,Fourth,jīnhuá,金华,Jinhua,Mainland China,Zhejiang
1262A,29.077,119.647,shíwǔzhōng,十五中,Fifteen,jīnhuá,金华,Jinhua,Mainland China,Zhejiang
1263A,29.1029,119.686,jiāncèzhàn,监测站,GHG monitoring,jīnhuá,金华,Jinhua,Mainland China,Zhejiang
1265A,28.9664,118.871,shíyànxuéxiào,实验学校,experiment School,qúzhōu,衢州,Zhangzhou,Mainland China,Zhejiang
1266A,28.9745,118.855,qúzhōuxuéyuàn,衢州学院,Chuzhou College,qúzhōu,衢州,Zhangzhou,Mainland China,Zhejiang
1267A,28.4514,119.914,jiāncèzhàndàlóu,监测站大楼,Monitoring station building,lìshǔi,丽水,Lishui,Mainland China,Zhejiang
1268A,28.4586,119.93,liándūxiǎoxué,莲都小学,Liandu Primary School,lìshǔi,丽水,Lishui,Mainland China,Zhejiang
1269A,28.4231,119.879,yúzhuāngqián,余庄前,Yu Zhuangqian,lìshǔi,丽水,Lishui,Mainland China,Zhejiang
1270A,31.7848,117.196,míngzhūguǎngcháng,明珠广场,Pearl Square,héféi,合肥,Hefei,Mainland China,Anhui
1271A,31.8766,117.307,sānlǐjiē,三里街,Sanli Street,héféi,合肥,Hefei,Mainland China,Anhui
1272A,31.8706,117.259,hǔpòshānzhuāng,琥珀山庄,Amber Hill,héféi,合肥,Hefei,Mainland China,Anhui
1273A,31.9051,117.16,dǒngpūshǔikù,董铺水库,Dongpu Reservoir,héféi,合肥,Hefei,Mainland China,Anhui
1274A,31.8572,117.25,chángjiāngzhōnglù,长江中路,Yangtze River Middle Road,héféi,合肥,Hefei,Mainland China,Anhui
1275A,31.9438,117.266,lúyángqū,庐阳区,Luyang District,héféi,合肥,Hefei,Mainland China,Anhui
1276A,31.8585,117.336,yáohǎiqū,瑶海区,Yaohai District,héféi,合肥,Hefei,Mainland China,Anhui
1277A,31.7956,117.302,bāohéqū,包河区,Baohe District,héféi,合肥,Hefei,Mainland China,Anhui
1278A,31.7386,117.278,bīnhúxīnqū,滨湖新区,Binhu New District,héféi,合肥,Hefei,Mainland China,Anhui
1279A,31.8516,117.124,gāoxīnqū,高新区,High-tech Zone,héféi,合肥,Hefei,Mainland China,Anhui
1280A,26.0542,119.389,gǔshān,鼓山,Gushan,fúzhōu,福州,Fuzhou,Mainland China,Fujian
1281A,26.0258,119.414,kuàiān,快安,Quick,fúzhōu,福州,Fuzhou,Mainland China,Fujian
1282A,26.0392,119.303,shīdà,师大,Normal University,fúzhōu,福州,Fuzhou,Mainland China,Fujian
1283A,26.1092,119.299,wǔsìběilù,五四北路,Wusi North Road,fúzhōu,福州,Fuzhou,Mainland China,Fujian
1284A,26.0797,119.268,yángqiáoxīlù,杨桥西路,Yangqiao West Road,fúzhōu,福州,Fuzhou,Mainland China,Fujian
1285A,26.0753,119.315,zǐyáng,紫阳,Ziyang,fúzhōu,福州,Fuzhou,Mainland China,Fujian
1286A,24.818055555999997,118.15694444,xīdōng,溪东,Xidong,shàmén,厦门,Xiamen,Mainland China,Fujian
1287A,24.476666666999996,118.15138889,hóngwén,洪文,Hong Wen,shàmén,厦门,Xiamen,Mainland China,Fujian
1288A,24.445833333000003,118.06361111,gǔlàngyǔ,鼓浪屿,Gulangyu,shàmén,厦门,Xiamen,Mainland China,Fujian
1290A,28.6844,115.893,shěngwàibàn,省外办,Provincial Foreign Affairs Office,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1291A,28.6839,115.8886,shěnglínyègōngsī,省林业公司,Provincial Forestry Company,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1292A,28.7442,115.813,línkēsuǒ,林科所,Forest Institute,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1293A,28.6969,115.973,jīngdōngzhènzhèngfǔ,京东镇政府,Jingdong Town Government,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1294A,28.6869,115.852,jiàngōngxuéxiào,建工学校,Construction school,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1295A,28.6425,115.892,xiànghú,象湖,Elephant lake,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1296A,28.7994,115.742,wǔzhúxuéxiào,武术学校,Martial arts school,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1297A,28.6131,115.912,shíhuà,石化,Petrify,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1298A,28.6844,115.931,shěngzhàn,省站,Provincial station,nánchāng,南昌,Nanchang,Mainland China,Jiangxi
1299A,36.6114,116.988,kēgānsuǒ,科干所,Kogan,jìnán,济南,Jinan,Mainland China,Shandong
1300A,36.67,116.93,nóngkēsuǒ,农科所,Agricultural Institute,jìnán,济南,Jinan,Mainland China,Shandong
1301A,36.6739,117.114,kāifāqū,开发区,Thereof: Development,jìnán,济南,Jinan,Mainland China,Shandong
1302A,36.6872,116.989,jìnánhuàgōngchǎng,济南化工厂,Jinan Chemical Plant,jìnán,济南,Jinan,Mainland China,Shandong
1303A,36.6868,117.0684,shěngzhǒngzǐcāngkù,省种子仓库,Provincial seed warehouse,jìnán,济南,Jinan,Mainland China,Shandong
1304A,36.6489,116.943,jīchuángèrchǎng,机床二厂,Machine tool factory,jìnán,济南,Jinan,Mainland China,Shandong
1305A,36.6622,117.049,shìjiāncèzhàn,市监测站,City monitoring station,jìnán,济南,Jinan,Mainland China,Shandong
1306A,36.5336,116.734,chángqīngdǎngxiào,长清党校,Changqing Party School,jìnán,济南,Jinan,Mainland China,Shandong
1307A,36.2403,120.6659,yǎngkǒu,仰口,Yangkou,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1308A,36.1851,120.3905,lǐcāngqūzǐzhàn,李沧区子站,Lisong District Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1310A,36.0654,120.4134,shìnánqūdōngbùzǐzhàn,市南区东部子站,City Southern District East Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1311A,36.1032,120.3664,sìfāngqūzǐzhàn,四方区子站,Sifang District Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1312A,36.0543,120.2992,shìnánqūxībùzǐzhàn,市南区西部子站,Shinan District West Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1313A,36.0851,120.4587,láoshānqūzǐzhàn,崂山区子站,Laoshan District Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1314A,36.3083,120.1964,huángdǎoqūzǐzhàn,黄岛区子站,Huangdao District Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1315A,36.2403,120.4001,chéngyángqūzǐzhàn,城阳区子站,Chengyang District Substation,qīngdǎo,青岛,Qingdao,Mainland China,Shandong
1316A,34.7545,113.681,yānchǎng,烟厂,Tobacco factory,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1317A,34.7745,113.641,zhèngfǎngjī,郑纺机,Zheng Textile Machinery,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1318A,34.8019,113.675,yínxíngxuéxiào,银行学校,Bank school,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1319A,34.802,113.564,gōngshǔigōngsī,供水公司,Water supply company,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1320A,34.7187,113.727,jīngkāiqūguǎnwěi,经开区管委,Economic Development Zone Management Committee,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1321A,34.719,113.734,sìshíqīzhōng,四十七中,Forty-seven,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1322A,34.7496,113.5991,shìjiāncèzhàn,市监测站,City monitoring station,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1323A,34.7538,113.6356,héyìdà,河医大,River Medical University,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1324A,34.9162,113.6113,gǎnglǐshǔikù,岗李水库,Gangli Reservoir,zhèngzhōu,郑州,Zhengzhou,Mainland China,Henan
1325A,30.5719,114.3672,dōnghúlíyuán,东湖梨园,Donghu Pear Garden,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1326A,30.5514,114.2511,hànyángyuèhú,汉阳月湖,Hanyang Yuehu,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1327A,30.6197,114.2836,hànkǒuhuāqiáo,汉口花桥,Hankou Flower Bridge,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1328A,30.5494,114.3006,wǔchāngzǐyáng,武昌紫阳,Wuchang Ziyang,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1329A,30.6103,114.4272,qīngshāngānghuā,青山钢花,Qingshan Steel Flower,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1330A,30.4753,114.1525,dùnkǒuxīnqū,沌口新区,Dunkou New District,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1331A,30.5947,114.3008,hànkǒujiāngtān,汉口江滩,Hankou River Beach,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1332A,30.4822,114.3894,dōnghúgāoxīn,东湖高新,Donghu High-tech,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1333A,30.6414,114.2131,wújiāshān,吴家山,Wujiashan,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1334A,30.2997,113.8531,chénhúqīháo,沉湖七壕,Shenhu Seven Miles,wǔhàn,武汉,Wuhan,Mainland China,Hubei
1335A,28.2325,113.0833,jīngkāiqūhuánbǎojú,经开区环保局,Economic Development Zone Environmental Protection Bureau,chángshā,长沙,Changsha,Mainland China,Hunan
1336A,28.2189,112.8872,gāokāiqūhuánbǎojú,高开区环保局,Gaokai District Environmental Protection Bureau,chángshā,长沙,Changsha,Mainland China,Hunan
1337A,28.2053,113.0792,mǎpōlíng,马坡岭,Mapo Ridge,chángshā,长沙,Changsha,Mainland China,Hunan
1338A,28.19,112.9394,húnánshīfàndàxué,湖南师范大学,Hunan Normal University,chángshā,长沙,Changsha,Mainland China,Hunan
1339A,28.1442,112.9956,yǔhuāqūhuánbǎojú,雨花区环保局,Yuhua District Environmental Protection Bureau,chángshā,长沙,Changsha,Mainland China,Hunan
1340A,28.2597,112.9792,wǔjiālíng,伍家岭,Wu Jialing,chángshā,长沙,Changsha,Mainland China,Hunan
1341A,28.1944,113.0014,huǒchēxīnzhàn,火车新站,New train station,chángshā,长沙,Changsha,Mainland China,Hunan
1342A,28.1178,112.9844,tiānxīnqūhuánbǎojú,天心区环保局,Tianxin District Environmental Protection Bureau,chángshā,长沙,Changsha,Mainland China,Hunan
1343A,28.1308,112.8908,húnánzhōngyìyàodàxué,湖南中医药大学,Hunan University of Traditional Chinese Medicine,chángshā,长沙,Changsha,Mainland China,Hunan
1344A,28.3586,112.9958,shāpíng,沙坪,Shaping,chángshā,长沙,Changsha,Mainland China,Hunan
1345A,23.1422,113.235,guǎngyǎzhōngxué,广雅中学,Guangya Middle School,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1346A,23.105,113.261,shìwǔzhōng,市五中,City No. 5,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1347A,23.148770000000006,113.30676,tiānhézhíyòu,天河职幼,Tianhe Vocational and Child,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1348A,23.0916,113.348,guǎngdōngshāngxuéyuàn,广东商学院,Guangdong Business School,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1349A,23.105,113.433,shìbāshílìuzhōng,市八十六中,City 86,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1350A,22.9477,113.352,fānyúzhōngxué,番禺中学,Panyu Middle School,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1351A,23.3917,113.215,huādūshīfàn,花都师范,Huadu Teacher,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1352A,23.1331,113.26,shìjiāncèzhàn,市监测站,City monitoring station,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1353A,23.2783,113.568,jǐulóngzhènzhènlóng,九龙镇镇龙,Jiulong Zhenlong,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1354A,23.1569,113.281,lùhú,麓湖,Wuhu,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1355A,23.5538,113.589,màofēngshānsēnlíngōngyuán,帽峰山森林公园,Hat Peak Mountain Forest Park,guǎngzhōu,广州,Guangzhou,Mainland China,Guangdong
1356A,22.5545,114.1063,lìyuán,荔园,Gion,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1357A,22.5625,114.117,hónghú,洪湖,Honghu,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1358A,22.5417,113.987,huáqiáochéng,华侨城,Overseas Chinese Town,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1359A,22.5171,113.9181,nányóu,南油,South oil,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1360A,22.5908,114.263,yántián,盐田,Yantian,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1361A,22.7267,114.24,lónggǎng,龙岗,Longgang,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1362A,22.5794,113.891,xīxiāng,西乡,Xixiang,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1363A,22.5422,114.494,nánào,南澳,South Australia,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1364A,22.6342,114.41,kúiyǒng,葵涌,Kwai Chung,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1365A,22.5978,114.297,méishā,梅沙,Mesa,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1366A,22.75,114.085,guānlán,观澜,Guanlan,shēnzhèn,深圳,Shenzhen,Mainland China,Guangdong
1367A,22.2611,113.574,jídà,吉大,Jida,zhūhǎi,珠海,Zhuhai,Mainland China,Guangdong
1368A,22.2294,113.495,qiánshān,前山,Front mountain,zhūhǎi,珠海,Zhuhai,Mainland China,Guangdong
1369A,22.4251,113.628,tángjiā,唐家,Tang family,zhūhǎi,珠海,Zhuhai,Mainland China,Guangdong
1370A,22.2281,113.299,dǒumén,斗门,Doumen,zhūhǎi,珠海,Zhuhai,Mainland China,Guangdong
1371A,23.0048,113.134,wānliáng,湾梁,Bay beam,fóshān,佛山,Foshan,Mainland China,Guangdong
1372A,23.0395,113.105,huácáizhízhōng,华材职中,Huacai middle school,fóshān,佛山,Foshan,Mainland China,Guangdong
1373A,23.0467,113.144,nánhǎiqìxiàngjú,南海气象局,South China Sea Meteorological Bureau,fóshān,佛山,Foshan,Mainland China,Guangdong
1374A,22.8054,113.292,shùndésūgǎng,顺德苏岗,Shunde Sugang,fóshān,佛山,Foshan,Mainland China,Guangdong
1375A,22.7629,113.257,rónggùijiēdàobàn,容桂街道办,Ronggui Street Office,fóshān,佛山,Foshan,Mainland China,Guangdong
1376A,22.8693,112.844,gāomíngkǒngtáng,高明孔堂,Gao Ming Kong Tang,fóshān,佛山,Foshan,Mainland China,Guangdong
1377A,23.1572,112.885,sānshǔijiāncèzhàn,三水监测站,Sanshui Monitoring Station,fóshān,佛山,Foshan,Mainland China,Guangdong
1378A,23.1886,112.863,sānshǔiyúndōnghǎi,三水云东海,Sanshui Yundonghai,fóshān,佛山,Foshan,Mainland China,Guangdong
1379A,22.5211,113.3769,huábǎiyuán,华柏园,Huabaiyuan,zhōngshān,中山,Zhongshan,Mainland China,Guangdong
1380A,22.5497,113.3881,zhāngxī,张溪,Zhang Xi,zhōngshān,中山,Zhongshan,Mainland China,Guangdong
1381A,22.5111,113.4075,zǐmǎlíng,紫马岭,Zimaling,zhōngshān,中山,Zhongshan,Mainland China,Guangdong
1382A,22.4853,113.4411,chángjiānglv̌yóuqū,长江旅游区,Yangtze River Tourist Area,zhōngshān,中山,Zhongshan,Mainland China,Guangdong
1383A,22.6069,113.104,běijiē,北街,North Street,jiāngmén,江门,Jiangmen,Mainland China,Guangdong
